-0.29	-0.11	0.38
-0.07	0.04	1.49
-0.07	-0.04	0.91
-0.25	-0.09	0.73
-0.01	0.05	1.61
-0.22	-0.09	0.37
-0.15	-0.00	1.19
-0.01	-0.02	1.23
-0.29	-0.11	0.41
-0.07	0.05	1.51
-0.08	-0.07	0.88
-0.25	-0.08	0.76
0.00	0.04	1.61
-0.24	-0.11	0.36
-0.15	0.00	1.21
-0.02	-0.02	1.21
-0.29	-0.12	0.42
-0.06	0.05	1.53
-0.09	-0.07	0.84
-0.24	-0.07	0.79
0.00	0.04	1.59
-0.25	-0.10	0.34
-0.14	0.00	1.23
-0.02	-0.02	1.19
-0.28	-0.12	0.44
-0.05	0.06	1.56
-0.10	-0.07	0.81
-0.23	-0.06	0.83
0.00	0.04	1.56
-0.25	-0.10	0.32
-0.14	0.01	1.25
-0.02	-0.02	1.17
-0.28	-0.12	0.46
-0.05	0.06	1.57
-0.11	-0.08	0.76
-0.23	-0.06	0.86
0.01	0.03	1.54
-0.27	-0.11	0.32
-0.13	0.01	1.28
-0.03	-0.02	1.14
-0.29	-0.12	0.47
-0.04	0.06	1.59
-0.12	-0.08	0.72
-0.23	-0.05	0.89
0.01	0.03	1.51
-0.27	-0.10	0.30
-0.12	0.01	1.29
-0.03	-0.02	1.13
-0.28	-0.12	0.50
-0.04	0.06	1.61
-0.12	-0.08	0.68
-0.22	-0.05	0.92
0.01	0.02	1.48
-0.27	-0.09	0.30
-0.12	0.02	1.31
-0.03	-0.02	1.11
-0.28	-0.12	0.52
-0.04	0.07	1.62
-0.13	-0.09	0.63
-0.22	-0.04	0.95
0.01	0.02	1.46
-0.28	-0.10	0.30
-0.11	0.02	1.34
-0.04	-0.02	1.08
-0.28	-0.12	0.53
-0.03	0.07	1.63
-0.15	-0.09	0.60
-0.21	-0.03	0.98
0.00	0.01	1.43
-0.28	-0.09	0.30
-0.11	0.02	1.36
-0.04	-0.02	1.07
-0.27	-0.12	0.56
-0.03	0.07	1.64
-0.15	-0.10	0.56
-0.20	-0.03	1.01
0.00	0.00	1.40
-0.28	-0.09	0.31
-0.10	0.02	1.38
-0.04	-0.02	1.05
-0.27	-0.11	0.59
-0.02	0.07	1.65
-0.17	-0.10	0.52
-0.20	-0.03	1.04
-0.00	-0.01	1.38
-0.28	-0.09	0.32
-0.09	0.02	1.40
-0.05	-0.03	1.01
-0.27	-0.12	0.60
-0.02	0.06	1.65
-0.18	-0.10	0.50
-0.18	-0.02	1.07
-0.00	-0.01	1.34
-0.28	-0.09	0.34
-0.09	0.03	1.42
-0.04	-0.03	1.00
-0.26	-0.10	0.64
-0.02	0.06	1.65
-0.19	-0.10	0.46
-0.18	-0.01	1.09
-0.00	-0.02	1.32
-0.28	-0.10	0.34
-0.08	0.03	1.44
-0.05	-0.03	0.98
-0.26	-0.10	0.66
-0.01	0.06	1.65
-0.20	-0.10	0.43
-0.18	-0.02	1.12
-0.01	-0.02	1.29
-0.29	-0.10	0.36
-0.08	0.03	1.46
-0.06	-0.04	0.94
-0.26	-0.10	0.68
-0.01	0.05	1.64
-0.21	-0.10	0.41
-0.17	-0.01	1.15
-0.01	-0.02	1.26
-0.29	-0.11	0.38
-0.07	0.04	1.48
-0.07	-0.05	0.92
-0.25	-0.09	0.72
-0.01	0.05	1.63
-0.22	-0.10	0.39
-0.16	-0.00	1.17
-0.01	-0.02	1.24
-0.29	-0.11	0.39
-0.06	0.04	1.50
-0.08	-0.06	0.89
-0.25	-0.09	0.75
-0.00	0.04	1.61
-0.23	-0.10	0.36
-0.15	-0.00	1.19
-0.02	-0.02	1.22
-0.28	-0.11	0.41
-0.06	0.05	1.52
-0.08	-0.06	0.86
-0.25	-0.08	0.78
-0.00	0.05	1.59
-0.24	-0.10	0.35
-0.15	-0.00	1.22
-0.02	-0.02	1.20
-0.30	-0.11	0.42
-0.05	0.05	1.54
-0.10	-0.07	0.82
-0.24	-0.07	0.80
0.01	0.04	1.58
-0.25	-0.11	0.35
-0.14	0.01	1.24
-0.02	-0.02	1.17
-0.28	-0.12	0.44
-0.05	0.05	1.56
-0.10	-0.07	0.79
